Abel	Abel	noun	np	0.6	[Abel-np-ca, Abel-np-eo, Abel-np-es, Abel-np-it, Abel-np-sc]
Adam	Adam	properNoun	np	0.6	[Adam-np-ca, Adam-np-eo, Adam-np-es, Adam-np-it, Adam-np-sc]
Adela	Adela	properNoun	np	0.6	[Adela-np-ca, Adela-np-eo, Adela-np-es, Adela-np-it, Adela-np-sc]
Agostino	Agostino	noun	np	0.6	[Agostino-np-ca, Agostino-np-eo, Agostino-np-es, Agostino-np-it, Agostino-np-sc]
Alan	Alan	properNoun	np	0.7	[Alan-np-ca, Alan-np-eo, Alan-np-es, Alan-np-it, Alan-np-sc]
Alaska	Alasko	properNoun	np	0.7	[Alaska-np-ca, Alasko-np-eo, Alaska-np-es, Alaska-np-it, Alaska-np-sc]
Albacete	Albacete	noun	np	0.6	[Albacete-np-ca, Albacete-np-eo, Albacete-np-es, Albacete-np-it, Albacete-np-sc]
Albert	Albert	properNoun	np	0.6	[Albert-np-ca, Albert-np-eo, Albert-np-es, Albert-np-it, Albert-np-sc]
Alberto	Alberto	properNoun	np	0.6	[Alberto-np-ca, Alberto-np-eo, Alberto-np-es, Alberto-np-it, Alberto-np-sc]
Alcoi	Alcoi	properNoun	np	0.7	[Alcoi-np-ca, Alcoi-np-eo, Alcoi-np-es, Alcoi-np-it, Alcoi-np-sc]
Alejandro	Alejandro	properNoun	np	0.7	[Alejandro-np-ca, Alejandro-np-eo, Alejandro-np-es, Alejandro-np-it, Alejandro-np-sc]
Alessandro	Alessandro	properNoun	np	0.6	[Alessandro-np-ca, Alessandro-np-eo, Alessandro-np-es, Alessandro-np-it, Alessandro-np-sc]
Alex	Alex	properNoun	np	0.7	[Alex-np-ca, Alex-np-eo, Alex-np-es, Alex-np-it, Alex-np-sc]
Alexander	Alexander	noun	np	0.7	[Alexander-np-ca, Alexander-np-eo, Alexander-np-es, Alexander-np-it, Alexander-np-sc]
Alfonso	Alfonso	properNoun	np	0.7	[Alfonso-np-ca, Alfonso-np-eo, Alfonso-np-es, Alfonso-np-it, Alfonso-np-sc]
Algeria	Alĝerio	properNoun	np	0.7	[Alg%C3%A8ria-np-ca, Al%C4%9Derio-np-eo, Argelia-np-es, Algeria-np-it, Algeria-np-sc]
Alicante	Alakanto	properNoun	np	0.7	[Alacant-np-ca, Alakanto-np-eo, Alicante-np-es, Alicante-np-it, Alicante-np-sc]
Alice	Alice	properNoun	np	0.6	[Alice-np-ca, Alice-np-eo, Alice-np-es, Alice-np-it, Alice-np-sc]
Alighera	Algero	properNoun	np	0.5	[Alguer-np-ca, Algero-np-eo, l%27Alguer-np-ca, Alghero-np-it, Alighera-np-sc]
Allen	Allen	noun	np	0.7	[Allen-np-ca, Allen-np-eo, Allen-np-es, Allen-np-it, Allen-np-sc]
Almansa	Almansa	noun	np	0.6	[Almansa-np-ca, Almansa-np-eo, Almansa-np-es, Almansa-np-it, Almansa-np-sc]
Alonso	Alonso	noun	np	0.6	[Alonso-np-ca, Alonso-np-eo, Alonso-np-es, Alonso-np-it, Alonso-np-sc]
Altea	Altea	properNoun	np	0.6	[Altea-np-ca, Altea-np-eo, Altea-np-es, Altea-np-it, Altea-np-sc]
Amanda	Amanda	properNoun	np	0.6	[Amanda-np-ca, Amanda-np-eo, Amanda-np-es, Amanda-np-it, Amanda-np-sc]
Ana	Ana	properNoun	np	0.6	[Ana-np-ca, Ana-np-eo, Ana-np-es, Ana-np-it, Ana-np-sc]
Andalusia	Andaluzio	properNoun	np	0.7	[Andalusia-np-ca, Andaluzio-np-eo, Andaluc%C3%ADa-np-es, Andalusia-np-it, Andalusia-np-sc]
Anderson	Anderson	noun	np	0.7	[Anderson-np-ca, Anderson-np-eo, Anderson-np-es, Anderson-np-it, Anderson-np-sc]
Andorra	Andoro	properNoun	np	0.6	[Andorra-np-ca, Andoro-np-eo, Andorra-np-es, Andorra-np-it, Andorra-np-sc]
Andorra	Andorra	properNoun	np	0.6	[Andorra-np-ca, Andorra-np-eo, Andorra-np-es, Andorra-np-it, Andorra-np-sc]
Andrea	Andrea	properNoun	np	0.6	[Andrea-np-ca, Andrea-np-eo, Andrea-np-es, Andrea-np-it, Andrea-np-sc]
Andy	Andy	properNoun	np	0.7	[Andy-np-ca, Andy-np-eo, Andy-np-es, Andy-np-it, Andy-np-sc]
Anna	Anna	properNoun	np	0.6	[Anna-np-ca, Anna-np-eo, Anna-np-es, Anna-np-it, Anna-np-sc]
Antonio	Antonio	properNoun	np	0.7	[Antonio-np-ca, Antonio-np-eo, Antonio-np-es, Antonio-np-it, Antonio-np-sc]
Aragona	Aragono	properNoun	np	0.7	[Arag%C3%B3-np-ca, Aragono-np-eo, Arag%C3%B3n-np-es, Aragona-np-it, Aragona-np-sc]
Ariadna	Ariadna	properNoun	np	0.6	[Ariadna-np-ca, Ariadna-np-eo, Ariadna-np-es, Ariadna-np-it, Ariadna-np-sc]
Ariel	Ariel	properNoun	np	0.6	[Ariel-np-ca, Ariel-np-eo, Ariel-np-es, Ariel-np-it, Ariel-np-sc]
Arthur	Arthur	properNoun	np	0.7	[Arthur-np-ca, Arthur-np-eo, Arthur-np-es, Arthur-np-it, Arthur-np-sc]
Arturo	Arturo	properNoun	np	0.6	[Arturo-np-ca, Arturo-np-eo, Arturo-np-es, Arturo-np-it, Arturo-np-sc]
Atene	Ateno	properNoun	np	0.7	[Atenes-np-ca, Ateno-np-eo, Atenas-np-es, Atene-np-it, Atene-np-sc]
Aura	Aura	properNoun	np	0.6	[Aura-np-ca, Aura-np-eo, Aura-np-es, Aura-np-it, Aura-np-sc]
Aurora	Aurora	properNoun	np	0.6	[Aurora-np-ca, Aurora-np-eo, Aurora-np-es, Aurora-np-it, Aurora-np-sc]
Badajoz	Badajoz	properNoun	np	0.6	[Badajoz-np-ca, Badajoz-np-eo, Badajoz-np-es, Badajoz-np-it, Badajoz-np-sc]
Badalona	Badalona	properNoun	np	0.6	[Badalona-np-ca, Badalona-np-eo, Badalona-np-es, Badalona-np-it, Badalona-np-sc]
Bahamas	Bahamoj	properNoun	np	0.7	[Bahames-np-ca, Bahamoj-np-eo, Bahamas-np-es, Bahamas-np-it, Bahamas-np-sc]
Baker	Baker	noun	np	0.6	[Baker-np-ca, Baker-np-eo, Baker-np-es, Baker-np-it, Baker-np-sc]
Baleares	Balearoj	properNoun	np	0.7	[Balears-np-ca, Balearoj-np-eo, Baleares-np-es, Baleari-np-it, Baleares-np-sc]
Barack	Barack	noun	np	0.7	[Barack-np-ca, Barack-np-eo, Barack-np-es, Barack-np-it, Barack-np-sc]
Barry	Barry	noun	np	0.6	[Barry-np-ca, Barry-np-eo, Barry-np-es, Barry-np-it, Barry-np-sc]
Bartzellona	Barcelona	properNoun	np	0.7	[Barcelona-np-ca, Barcelona-np-eo, Barcelona-np-es, Barcellona-np-it, Bartzellona-np-sc]
Bartzellona	Barcelono	properNoun	np	0.7	[Barcelona-np-ca, Barcelono-np-eo, Barcelona-np-es, Barcellona-np-it, Bartzellona-np-sc]
Beatrice	Beatrice	properNoun	np	0.6	[Beatrice-np-ca, Beatrice-np-eo, Beatrice-np-es, Beatrice-np-it, Beatrice-np-sc]
Beatriz	Beatriz	properNoun	np	0.6	[Beatriz-np-ca, Beatriz-np-eo, Beatriz-np-es, Beatriz-np-it, Beatriz-np-sc]
Ben	Ben	properNoun	np	0.7	[Ben-np-ca, Ben-np-eo, Ben-np-es, Ben-np-it, Ben-np-sc]
Benidorm	Benidorm	properNoun	np	0.6	[Benidorm-np-ca, Benidorm-np-eo, Benidorm-np-es, Benidorm-np-it, Benidorm-np-sc]
Benjamin	Benjamin	noun	np	0.6	[Benjamin-np-ca, Benjamin-np-eo, Benjamin-np-es, Benjamin-np-it, Benjamin-np-sc]
Berlinu	Berlino	properNoun	np	0.7	[Berl%C3%ADn-np-ca, Berlino-np-eo, Berl%C3%ADn-np-es, Berlino-np-it, Berlinu-np-sc]
Bilbao	Bilbao	noun	np	0.6	[Bilbao-np-ca, Bilbao-np-eo, Bilbao-np-es, Bilbao-np-it, Bilbao-np-sc]
Bobadilla	Bobadilla	noun	np	0.6	[Bobadilla-np-ca, Bobadilla-np-eo, Bobadilla-np-es, Bobadilla-np-it, Bobadilla-np-sc]
Bonaparte	Bonaparte	noun	np	0.6	[Bonaparte-np-ca, Bonaparte-np-eo, Bonaparte-np-es, Bonaparte-np-it, Bonaparte-np-sc]
Borja	Borja	properNoun	np	0.6	[Borja-np-ca, Borja-np-eo, Borja-np-es, Borja-np-it, Borja-np-sc]
Brasile	Brazilo	properNoun	np	0.7	[Brasil-np-ca, Brazilo-np-eo, Brasil-np-es, Brasile-np-it, Brasile-np-sc]
Bretagna	Bretonio	properNoun	np	0.6	[Bretanya-np-ca, Bretonio-np-eo, Bretagne-np-fr, Breta%C3%B1a-np-es, Bretagna-np-it, Bretagna-np-sc]
Brian	Brian	properNoun	np	0.7	[Brian-np-ca, Brian-np-eo, Brian-np-es, Brian-np-it, Brian-np-sc]
Brown	Brown	noun	np	0.7	[Brown-np-ca, Brown-np-eo, Brown-np-es, Brown-np-it, Brown-np-sc]
Bruce	Bruce	properNoun	np	0.7	[Bruce-np-ca, Bruce-np-eo, Bruce-np-es, Bruce-np-it, Bruce-np-sc]
Bruno	Bruno	noun	np	0.6	[Bruno-np-ca, Bruno-np-eo, Bruno-np-es, Bruno-np-it, Bruno-np-sc]
Bruxelles	Bruselo	properNoun	np	0.7	[Brussel%C2%B7les-np-ca, Bruselo-np-eo, Bruselas-np-es, Bruxelles-np-it, Bruxelles-np-sc]
Bulgaria	Bulgario	properNoun	np	0.7	[Bulg%C3%A0ria-np-ca, Bulgario-np-eo, Bulgaria-np-es, Bulgaria-np-it, Bulgaria-np-sc]
Burgos	Burgos	noun	np	0.6	[Burgos-np-ca, Burgos-np-eo, Burgos-np-es, Burgos-np-it, Burgos-np-sc]
Bush	Bush	noun	np	0.6	[Bush-np-ca, Bush-np-eo, Bush-np-es, Bush-np-it, Bush-np-sc]
Cabrera	Cabrera	noun	np	0.6	[Cabrera-np-ca, Cabrera-np-eo, Cabrera-np-es, Cabrera-np-it, Cabrera-np-sc]
Callina	Caterina	properNoun	np	0.7	[Caterina-np-ca, Caterina-np-eo, Caterina-np-es, Caterina-np-it, Callina-np-sc]
Caracas	Karakaso	properNoun	np	0.6	[Caracas-np-ca, Karakaso-np-eo, Caracas-np-es, Caracas-np-it, Caracas-np-sc]
Carme	Carme	properNoun	np	0.6	[Carme-np-ca, Carme-np-eo, Carme-np-es, Carme-np-it, Carme-np-sc]
Carmen	Carmen	properNoun	np	0.6	[Carmen-np-ca, Carmen-np-eo, Carmen-np-es, Carmen-np-it, Carmen-np-sc]
Carolina	Carolina	properNoun	np	0.6	[Carolina-np-ca, Carolina-np-eo, Carolina-np-es, Carolina-np-it, Carolina-np-sc]
Cartagena	Cartagena	noun	np	0.6	[Cartagena-np-ca, Cartagena-np-eo, Cartagena-np-es, Cartagena-np-it, Cartagena-np-sc]
Carter	Carter	noun	np	0.6	[Carter-np-ca, Carter-np-eo, Carter-np-es, Carter-np-it, Carter-np-sc]
Casanova	Casanova	noun	np	0.6	[Casanova-np-ca, Casanova-np-eo, Casanova-np-es, Casanova-np-it, Casanova-np-sc]
Castell	Castell	noun	np	0.6	[Castell-np-ca, Castell-np-eo, Castell-np-es, Castell-np-it, Castell-np-sc]
Castro	Castro	noun	np	0.6	[Castro-np-ca, Castro-np-eo, Castro-np-es, Castro-np-it, Castro-np-sc]
Catalina	Catalina	properNoun	np	0.6	[Catalina-np-ca, Catalina-np-eo, Catalina-np-es, Catalina-np-it, Catalina-np-sc]
Catalugna	Katalunio	properNoun	np	0.7	[Catalunya-np-ca, Katalunio-np-eo, Catalu%C3%B1a-np-es, Catalogna-np-it, Catalugna-np-sc]
Caterina	Caterina	properNoun	np	0.7	[Caterina-np-ca, Caterina-np-eo, Caterina-np-es, Caterina-np-it, Caterina-np-sc]
Cervantes	Cervantes	noun	np	0.6	[Cervantes-np-ca, Cervantes-np-eo, Cervantes-np-es, Cervantes-np-it, Cervantes-np-sc]
Cervera	Cervera	noun	np	0.6	[Cervera-np-ca, Cervera-np-eo, Cervera-np-es, Cervera-np-it, Cervera-np-sc]
Ceuta	Ceuta	properNoun	np	0.6	[Ceuta-np-ca, Ceuta-np-eo, Ceuta-np-es, Ceuta-np-it, Ceuta-np-sc]
Charles	Charles	properNoun	np	0.7	[Charles-np-ca, Charles-np-eo, Charles-np-es, Charles-np-it, Charles-np-sc]
Ciro	Ciro	properNoun	np	0.6	[Ciro-np-ca, Ciro-np-eo, Ciro-np-es, Ciro-np-it, Ciro-np-sc]
