AFP	AFP	noun	n	0.83	[AFP-n-ca, AFP-n-fr, AFP-n-es, AFP-n-en]
Abyssinia	Abyssinie	properNoun	np	0.83	[Abisinia-np-es, Abyssinie-np-fr, Abisenio-np-eo, Abyssinia-np-en]
Afghanistan	Afghanistan	properNoun	np	0.83	[Afganist%C3%A1n-np-es, Afghanistan-np-fr, Afganio-np-eo, Afghanistan-np-en]
Africa	Afrique	properNoun	np	0.83	[%C3%81frica-np-es, Afrique-np-fr, Afriko-np-eo, Africa-np-en]
Airbus	Airbus	properNoun	np	0.83	[Airbus-np-ca, Airbus-np-fr, Airbus-np-es, Airbus-np-en]
Alabama	Alabama	properNoun	np	0.6	[Alabama-np-es, Alabama-np-fr, Alabama-np-ca, Alabamo-np-eo, Alabama-np-en]
Alaska	Alaska	properNoun	np	0.83	[Alaska-np-es, Alaska-np-fr, Alasko-np-eo, Alaska-np-en]
Albania	Albanie	properNoun	np	0.83	[Albania-np-es, Albanie-np-fr, Albanio-np-eo, Albania-np-en]
Algeria	Algérie	properNoun	np	0.83	[Argelia-np-es, Alg%C3%A9rie-np-fr, Al%C4%9Derio-np-eo, Algeria-np-en]
Algiers	Alger	properNoun	np	0.7	[Argel-np-es, Alger-np-ca, Alger-np-fr, Al%C4%9Dero-np-eo, Algiers-np-en]
Alicante	Alicante	properNoun	np	0.7	[Alacant-np-es, Alicante-np-fr, Alicante-np-es, Alakanto-np-eo, Alicante-np-en]
Alps	Alpes	properNoun	np	0.83	[Alpes-np-es, Alpes-np-fr, Alpoj-np-eo, Alps-np-en]
Altuna	Altuna	properNoun	np	0.67	[Altuna-np-ca, Altuna-np-fr, Altuna-np-es, Altuna-np-en]
Amazon	Amazon	properNoun	np	0.5	[Amazon-np-ca, Amazon-np-fr, Amazon-np-eo, Amazon-np-es, Amazon-np-en]
Amenabar	Amenabar	properNoun	np	0.67	[Amenabar-np-ca, Amenabar-np-fr, Amenabar-np-es, Amenabar-np-en]
America	Amérique	properNoun	np	0.83	[Am%C3%A9rica-np-es, Am%C3%A9rique-np-fr, Ameriko-np-eo, America-np-en]
American	américain	adjective	adj	0.83	[estadounidense-adj-es, am%C3%A9ricain-adj-fr, usona-adj-eo, American-adj-en]
American	nord	adjective	adj	0.7	[estadounidense-adj-es, estatunidenc-adj-ca, nord-am%C3%A9ricain-adj-fr, usona-adj-eo, American-adj-en]
Amsterdam	Amsterdam	properNoun	np	0.83	[Amsterdam-np-es, Amsterdam-np-fr, Amsterdamo-np-eo, Amsterdam-np-en]
Andalucia	Andalousie	properNoun	np	0.83	[Andaluc%C3%ADa-np-es, Andalousie-np-fr, Andaluzio-np-eo, Andalucia-np-en]
Andorra	Andorre	properNoun	np	0.83	[Andorra-np-es, Andorre-np-fr, Andoro-np-eo, Andorra-np-en]
Angola	Angola	properNoun	np	0.83	[Angola-np-es, Angola-np-fr, Angolo-np-eo, Angola-np-en]
Apertium	Apertium	properNoun	np	0.83	[Apertium-np-ca, Apertium-np-fr, Apertium-np-es, Apertium-np-en]
Apple	Apple	noun	np	0.83	[Apple-np-ca, Apple-np-fr, Apple-np-es, Apple-np-en]
April	avril	noun	n	0.83	[abril-n-es, avril-n-fr, aprilo-n-eo, April-n-en]
Arab	arabe	noun	n	0.7	[%C3%A1rabe-n-es, arabe-n-fr, %C3%A0rab-n-ca, arabo-n-eo, Arab-n-en]
Arabia	Arabia	properNoun	np	0.83	[Arabia-np-es, Arabia-np-fr, Arabio-np-eo, Arabia-np-en]
Arabia	Arabie	properNoun	np	0.83	[Arabia-np-es, Arabie-np-fr, Arabio-np-eo, Arabia-np-en]
Arabic	arabe	noun	n	0.83	[%C3%A0rab-n-ca, arabe-n-fr, %C3%A1rabe-n-es, Arabic-n-en]
Aragon	Aragon	properNoun	np	0.83	[Arag%C3%B3n-np-es, Aragon-np-fr, Aragono-np-eo, Aragon-np-en]
Argentina	Argentine	properNoun	np	0.83	[Argentina-np-es, Argentine-np-fr, Argentino-np-eo, Argentina-np-en]
Arizona	Arizona	properNoun	np	0.6	[Arizona-np-es, Arizona-np-fr, Arizona-np-ca, Arizono-np-eo, Arizona-np-en]
Arkansas	Arkansas	properNoun	np	0.6	[Arkansas-np-es, Arkansas-np-fr, Arkansas-np-ca, Arkansaso-np-eo, Arkansas-np-en]
Armenia	Arménie	properNoun	np	0.7	[Armenia-np-es, Arm%C3%A8nia-np-ca, Arm%C3%A9nie-np-fr, Armenio-np-eo, Armenia-np-en]
Armenia	Armenia	properNoun	np	0.83	[Armenia-np-es, Armenia-np-fr, Armenio-np-eo, Armenia-np-en]
Aruba	Aruba	properNoun	np	0.6	[Aruba-np-es, Aruba-np-fr, Aruba-np-ca, Arubo-np-eo, Aruba-np-en]
Asia	Asie	properNoun	np	0.83	[Asia-np-es, Asie-np-fr, Azio-np-eo, Asia-np-en]
Asturias	Asturies	properNoun	np	0.83	[Asturias-np-es, Asturies-np-fr, Asturio-np-eo, Asturias-np-en]
Athens	Athènes	properNoun	np	0.83	[Atenas-np-es, Ath%C3%A8nes-np-fr, Ateno-np-eo, Athens-np-en]
August	août	noun	n	0.83	[agosto-n-es, ao%C3%BBt-n-fr, a%C5%ADgusto-n-eo, August-n-en]
Australia	Australie	properNoun	np	0.83	[Australia-np-es, Australie-np-fr, A%C5%ADstralio-np-eo, Australia-np-en]
Austria	Autriche	properNoun	np	0.83	[Austria-np-es, Autriche-np-fr, A%C5%ADstrio-np-eo, Austria-np-en]
Azerbaijan	Azerbaïdjan	properNoun	np	0.83	[Azerbaiy%C3%A1n-np-es, Azerba%C3%AFdjan-np-fr, Azerbaj%C4%9Dano-np-eo, Azerbaijan-np-en]
BBC	BBC	noun	n	0.67	[BBC-n-ca, BBC-n-fr, BBC-n-es, BBC-n-en]
BBK	BBK	noun	n	0.67	[BBK-n-ca, BBK-n-fr, BBK-n-es, BBK-n-en]
Balkans	Balkans	properNoun	np	0.6	[Balcanes-np-es, Balcans-np-ca, Balkans-np-fr, Balkanoj-np-eo, Balkans-np-en]
Barcelona	Barcelona	properNoun	np	0.7	[Barcelona-np-es, Barcelona-np-ca, Barcelona-np-fr, Barcelono-np-eo, Barcelona-np-en]
Barcelona	Barcelone	properNoun	np	0.83	[Barcelona-np-es, Barcelone-np-fr, Barcelono-np-eo, Barcelona-np-en]
Belarus	Biélorussie	properNoun	np	0.6	[Bielorrusia-np-gl, Bielorrusia-np-es, Bielor%C3%BAssia-np-ca, Bi%C3%A9lorussie-np-fr, Belorusio-np-eo, Belarus-np-en]
Belgium	Belgique	properNoun	np	0.83	[B%C3%A9lgica-np-es, Belgique-np-fr, Belgio-np-eo, Belgium-np-en]
Belgrade	Belgrade	properNoun	np	0.83	[Belgrado-np-es, Belgrade-np-fr, Beogrado-np-eo, Belgrade-np-en]
Berlin	Berlin	properNoun	np	0.83	[Berl%C3%ADn-np-es, Berlin-np-fr, Berlino-np-eo, Berlin-np-en]
Bermeo	Bermeo	properNoun	np	0.67	[Bermeo-np-ca, Bermeo-np-fr, Bermeo-np-es, Bermeo-np-en]
Bermuda	Bermudes	properNoun	np	0.83	[Bermudes-np-ca, Bermudes-np-fr, Bermudas-np-es, Bermuda-np-en]
Berne	Berne	properNoun	np	0.83	[Berna-np-es, Berne-np-fr, Berno-np-eo, Berne-np-en]
Biscay	Biscaye	properNoun	np	0.5	[Bizkaia-np-es, Biscaye-np-fr, Vizcaya-np-es, Biscaia-np-gl, Biscay-np-en]
Boeing	Boeing	properNoun	np	0.83	[Boeing-np-ca, Boeing-np-fr, Boeing-np-es, Boeing-np-en]
Bogota	Bogota	properNoun	np	0.83	[Bogot%C3%A1-np-es, Bogota-np-fr, Bogoto-np-eo, Bogota-np-en]
Bolivia	Bolivie	properNoun	np	0.83	[Bolivia-np-es, Bolivie-np-fr, Bolivio-np-eo, Bolivia-np-en]
Bosnia	Bosnie	properNoun	np	0.83	[Bosnia-np-es, Bosnie-np-fr, Bosnio-np-eo, Bosnia-np-en]
Brazil	Brésil	properNoun	np	0.83	[Brasil-np-es, Br%C3%A9sil-np-fr, Brazilo-np-eo, Brazil-np-en]
Britain	Grande Bretagne	properNoun	np	0.6	[Gran%20Breta%C3%B1a-np-es, Gran%20Bretanya-np-ca, Gran%20Bretanha-np-oc, Grande%20Bretagne-np-fr, Britio-np-eo, Britain-np-en]
Britain	Grande	properNoun	np	0.83	[Gran%20Breta%C3%B1a-np-es, Grande-Bretagne-np-fr, Britio-np-eo, Britain-np-en]
Britain	Royaume	properNoun	np	0.53	[Gran%20Breta%C3%B1a-np-gl, United%20Kingdom-np-en, Reino%20Unido-np-es, Royaume-Uni-np-fr, Britio-np-eo, Britain-np-en]
British	britannique	adjective	adj	0.6	[brit%C3%A1nico-adj-gl, brit%C3%A1nico-adj-es, brit%C3%A0nic-adj-ca, britannique-adj-fr, brita-adj-eo, British-adj-en]
Brussels	Bruxelles	properNoun	np	0.83	[Bruselas-np-es, Bruxelles-np-fr, Bruselo-np-eo, Brussels-np-en]
Bucharest	Bucarest	properNoun	np	0.83	[Bucarest-np-es, Bucarest-np-fr, Bukare%C5%9Dto-np-eo, Bucharest-np-en]
Budapest	Budapest	properNoun	np	0.83	[Budapest-np-es, Budapest-np-fr, Budape%C5%9Dto-np-eo, Budapest-np-en]
Buddhism	bouddhisme	noun	n	0.83	[budismo-n-es, bouddhisme-n-fr, budhismo-n-eo, Buddhism-n-en]
Buddhist	bouddhiste	noun	n	0.6	[budista-n-es, budhano-n-eo, bouddhiste-n-fr, budhisto-n-eo, Buddhist-n-en]
Bulgaria	Bulgarie	properNoun	np	0.83	[Bulgaria-np-es, Bulgarie-np-fr, Bulgario-np-eo, Bulgaria-np-en]
Burma	Birmanie	properNoun	np	0.83	[Birmania-np-es, Birmanie-np-fr, Birmo-np-eo, Burma-np-en]
Byelorussia	Biélorussie	properNoun	np	0.83	[Bielorrusia-np-es, Bi%C3%A9lorussie-np-fr, Belorusio-np-eo, Byelorussia-np-en]
CD	CD	noun	n	0.7	[CD-n-ca, CD-n-fr, CD-n-oc, CD-n-es, CD-n-en]
CDU	CDU	noun	n	0.6	[CDU-n-ca, CDU-n-fr, CDU-n-oc, CDU-n-es, CDU-n-en]
CIA	CIA	noun	n	0.7	[CIA-n-ca, CIA-n-fr, CIA-n-oc, CIA-n-es, CIA-n-en]
